,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,capillary_refill_time,pain,peristalsis,abdominal_distention,nasogastric_tube,nasogastric_reflux,nasogastric_reflux_ph,rectal_exam_feces,packed_cell_volume,total_protein,abdomo_appearance,abdomo_protein,lesion_1,lesion_2,lesion_3,age_is_adult,surgical_lesion_is_yes,surgery_is_yes,cp_data_is_no,abdomen_is_distend_small,abdomen_is_distend_large,abdomen_is_normal,abdomen_is_firm,abdomen_is_other,mucous_membrane_is_dark_cyanotic,mucous_membrane_is_pale_cyanotic,mucous_membrane_is_pale_pink,mucous_membrane_is_normal_pink,mucous_membrane_is_bright_pink,mucous_membrane_is_bright_red,outcome
0,0.37776922749878733,-0.46651403610922015,-0.12491338192068635,-1,-1,1,6,1,3,1,1,0.31881531274134417,-1,-0.437014159567461,-0.4870691647124885,2,-0.6237953318001346,1.374083976192577,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,1.2657015199748762,0.28958154734863656,-0.6113714873114556,-1,-1,-1,4,1,1,1,1,0.31881531274134417,-2,0.03775051941372667,2.3855402822374328,1,-0.8126465905286439,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
2,0.12407428679133078,-1.3600815438321416,-0.368142434616071,0,0,-1,4,0,0,1,1,0.31881531274134417,0,-1.5764493891223113,-0.550821593691795,2,-0.6237953318001346,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
3,1.138854049621148,2.9015481083848687,3.2802933558146985,-2,0,1,1,1,3,0,-1,0.31881531274134417,-1,-0.15215535217874837,-0.5320708792861165,2,1.2647172554849593,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
4,-1.1444004167459338,0.839469244408896,0.30073746029623677,-1,-1,1,1,0,2,1,1,0.31881531274134417,-2,2.3166209785234275,-0.5245705935238452,2,-0.6237953318001346,0.08602463370655056,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
5,-0.0027731835623884637,-0.5352499982417526,-0.30733517144222483,1,0,-1,1,0,1,1,0,0.31881531274134417,-1,-0.437014159567461,-0.5208204506427095,2,-0.6237953318001346,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2
6,-0.3833155946235733,-1.085137695302012,-0.8546005400068403,0,0,-1,4,0,2,0,0,0.31881531274134417,-1,-1.196637645937361,-0.5395711650483879,2,-0.6237953318001346,-0.13036933583110188,-0.07546531948629838,-0.040274806222011794,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,2
7,-0.0027731835623884637,-0.6727219225068175,-0.30733517144222483,-1,-1,-1,1,1,1,1,0,0.31881531274134417,-1,-0.5319670953636985,-0.4908193075936242,2,-0.6237953318001346,-0.29892110121927334,-0.07546531948629838,-0.040274806222011794,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
8,-0.0027731835623884637,0.014637698818506841,0.3615447234700829,-1,-2,-1,5,1,3,1,0,0.31881531274134417,-1,-1.1016847101411236,-0.5695723080974733,2,-0.6237953318001346,-0.11546464915376359,-0.07546531948629838,-0.040274806222011794,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1
9,0.12407428679133078,0.35831750948116897,-0.30733517144222483,0,-1,-1,6,0,0,1,0,0.31881531274134417,-1,-0.9117788385486486,-0.5695723080974733,0,-0.6867457513763041,-0.7052118195348657,-0.07546531948629838,-0.040274806222011794,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
